Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,812400,-,-,-,41.65,-91.62,-6,229,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,-3.8000000000000003,161.27,5.300000000000001,86.82000000000001,-1.9000000000000001,993,N/A
2019,1,1,0,30,0,0,0,-3.8000000000000003,160.91,5.4,90.17,-2.4000000000000004,994,N/A
2019,1,1,1,0,0,0,0,-5.1000000000000005,158.63,5.5,84.51,-2.9000000000000004,995,N/A
2019,1,1,1,30,0,0,0,-5.1000000000000005,154.96,5.4,87.71000000000001,-3.4000000000000004,995,N/A
2019,1,1,2,0,0,0,0,-6.5,150.43,5.4,81.82000000000001,-3.8000000000000003,996,N/A
2019,1,1,2,30,0,0,0,-6.5,145.39000000000001,5.1000000000000005,84.31,-4.2,996,N/A
2019,1,1,3,0,0,0,0,-7.300000000000001,140.06,4.9,80.92,-4.5,996,N/A
2019,1,1,3,30,0,0,0,-7.300000000000001,134.56,4.5,82.23,-4.7,997,N/A
2019,1,1,4,0,0,0,0,-7.7,128.98,4.2,80.7,-4.9,997,N/A
2019,1,1,4,30,0,0,0,-7.7,123.38000000000001,4.1000000000000005,81.39,-5,998,N/A
2019,1,1,5,0,0,0,0,-8,117.8,3.9000000000000004,79.77,-5.1000000000000005,998,N/A
2019,1,1,5,30,0,0,0,-8,112.27,3.9000000000000004,81.07000000000001,-5.300000000000001,999,N/A
2019,1,1,6,0,0,0,0,-8.5,106.83,4,78.79,-5.4,1000,N/A
2019,1,1,6,30,0,0,0,-8.5,101.51,3.9000000000000004,80,-5.6000000000000005,1000,N/A
2019,1,1,7,0,0,0,0,-9.1,96.35000000000001,3.9000000000000004,78.02,-5.9,1000,N/A
2019,1,1,7,30,1,13,1,-9.1,91.39,3.9000000000000004,78.10000000000001,-5.9,1001,N/A
2019,1,1,8,0,11,13,12,-9.4,86.44,3.9000000000000004,76.18,-5.9,1001,N/A
2019,1,1,8,30,30,0,30,-9.4,82.12,3.9000000000000004,74.46000000000001,-5.6000000000000005,1001,N/A
2019,1,1,9,0,59,8,61,-9.4,78.08,4,73.17,-5.4,1001,N/A
2019,1,1,9,30,89,26,96,-9.4,74.42,3.8000000000000003,72.14,-5.2,1002,N/A
2019,1,1,10,0,58,1,58,-9.3,71.24,3.6,71.93,-5,1002,N/A
2019,1,1,10,30,61,2,62,-9.3,68.61,3.4000000000000004,70.85000000000001,-4.800000000000001,1002,N/A
2019,1,1,11,0,92,0,92,-9,66.59,3.2,71.58,-4.6000000000000005,1001,N/A
2019,1,1,11,30,99,0,99,-9,65.25,3.2,71.04,-4.5,1001,N/A
2019,1,1,12,0,109,1,109,-8.700000000000001,64.63,3.1,71.79,-4.4,1001,N/A
