Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,764959,-,-,-,41.65,-93.9,-6,311,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure,
2018,1,1,0,0,0,0,0,-27.700000000000003,160.92000000000002,3.3000000000000003,77.78,-24.900000000000002,1005,N/A
2018,1,1,0,30,0,0,0,-27.700000000000003,161.20000000000002,3.3000000000000003,77.78,-24.900000000000002,1005,N/A
2018,1,1,1,0,0,0,0,-27.8,159.47,3.4000000000000004,77.29,-25,1005,N/A
2018,1,1,1,30,0,0,0,-27.8,156.17000000000002,3.5,76.60000000000001,-24.900000000000002,1005,N/A
2018,1,1,2,0,0,0,0,-28,151.87,3.6,75.12,-24.900000000000002,1006,N/A
2018,1,1,2,30,0,0,0,-28,146.96,3.6,75.8,-25,1006,N/A
2018,1,1,3,0,0,0,0,-28.200000000000003,141.70000000000002,3.6,74.35000000000001,-25,1006,N/A
2018,1,1,3,30,0,0,0,-28.200000000000003,136.25,3.6,75.02,-25.1,1006,N/A
2018,1,1,4,0,0,0,0,-28.400000000000002,130.7,3.6,73.82000000000001,-25.1,1006,N/A
2018,1,1,4,30,0,0,0,-28.400000000000002,125.10000000000001,3.6,74.49,-25.200000000000003,1006,N/A
2018,1,1,5,0,0,0,0,-28.6,119.51,3.6,73.45,-25.200000000000003,1006,N/A
2018,1,1,5,30,0,0,0,-28.6,113.96000000000001,3.5,73.45,-25.200000000000003,1006,N/A
2018,1,1,6,0,0,0,0,-28.700000000000003,108.49000000000001,3.5,73.14,-25.3,1006,N/A
2018,1,1,6,30,0,0,0,-28.700000000000003,103.13,3.4000000000000004,73.8,-25.400000000000002,1006,N/A
2018,1,1,7,0,0,0,0,-28.8,97.92,3.3000000000000003,73.62,-25.5,1006,N/A
2018,1,1,7,30,0,0,0,-28.8,92.89,3.3000000000000003,71,-25.1,1006,N/A
2018,1,1,8,0,15,124,20,-28.5,87.76,3.3000000000000003,70.66,-24.700000000000003,1006,N/A
2018,1,1,8,30,39,279,71,-28.5,83.42,3.5,64.01,-23.6,1006,N/A
2018,1,1,9,0,61,323,121,-27.3,79.28,3.7,65.75,-22.6,1006,N/A
2018,1,1,9,30,67,594,216,-27.3,75.5,3.7,61.27,-21.8,1006,N/A
2018,1,1,10,0,58,846,317,-26.400000000000002,72.16,3.7,62.050000000000004,-21,1006,N/A
2018,1,1,10,30,57,938,388,-26.400000000000002,69.35000000000001,3.7,57.89,-20.200000000000003,1006,N/A
2018,1,1,11,0,64,917,420,-25.3,67.14,3.7,59.53,-19.400000000000002,1006,N/A
2018,1,1,11,30,61,955,456,-25.3,65.58,3.7,56.07,-18.7,1006,N/A
2018,1,1,12,0,70,910,458,-24.3,64.73,3.7,57.45,-17.900000000000002,1005,N/A
2018,1,1,12,30,62,965,475,-24.3,64.63,3.6,55.07,-17.400000000000002,1005,N/A
2018,1,1,13,0,61,959,462,-23.5,65.26,3.6,56.33,-16.8,1005,N/A
2018,1,1,13,30,61,932,431,-23.5,66.61,3.5,55.34,-16.6,1004,N/A
2018,1,1,14,0,58,911,390,-22.900000000000002,68.64,3.4000000000000004,56.82,-16.3,1004,N/A
2018,1,1,14,30,52,893,339,-22.900000000000002,71.28,3.1,57.300000000000004,-16.400000000000002,1004,N/A
2018,1,1,15,0,57,741,255,-22.6,74.47,2.9000000000000004,59.480000000000004,-16.5,1004,N/A
2018,1,1,15,30,54,590,175,-22.6,78.13,2.6,64.16,-17.400000000000002,1004,N/A
2018,1,1,16,0,43,327,88,-23.5,82.17,2.2,63.72,-18.3,1004,N/A
2018,1,1,16,30,22,154,31,-23.5,86.49,1.9000000000000001,68.23,-19.1,1004,N/A
2018,1,1,17,0,4,46,3,-23.6,91.46000000000001,1.5,72.41,-19.900000000000002,1004,N/A
2018,1,1,17,30,0,0,0,-23.6,96.42,1.5,72.41,-19.900000000000002,1004,N/A
2018,1,1,18,0,0,0,0,-23.700000000000003,101.58,1.5,75.99,-20.6,1003,N/A
2018,1,1,18,30,0,0,0,-23.700000000000003,106.9,1.5,77.33,-20.8,1003,N/A
2018,1,1,19,0,0,0,0,-23.900000000000002,112.34,1.5,78.44,-21.1,1003,N/A
2018,1,1,19,30,0,0,0,-23.900000000000002,117.87,1.6,79.82000000000001,-21.3,1003,N/A
2018,1,1,20,0,0,0,0,-24,123.45,1.7000000000000002,80.84,-21.6,1003,N/A
2018,1,1,20,30,0,0,0,-24,129.05,1.8,81.55,-21.700000000000003,1003,N/A
2018,1,1,21,0,0,0,0,-24.200000000000003,134.62,1.8,81.76,-21.900000000000002,1003,N/A
2018,1,1,21,30,0,0,0,-24.200000000000003,140.11,1.9000000000000001,81.76,-21.900000000000002,1003,N/A
2018,1,1,22,0,0,0,0,-24.3,145.43,1.9000000000000001,81.23,-22,1003,N/A
2018,1,1,22,30,0,0,0,-24.3,150.45000000000002,2,81.95,-22.1,1003,N/A
2018,1,1,23,0,0,0,0,-24.5,154.95000000000002,2,81.23,-22.200000000000003,1003,N/A
2018,1,1,23,30,0,0,0,-24.5,158.58,2.1,81.95,-22.3,1003,N/A
2018,1,2,0,0,0,0,0,-24.8,160.81,2.2,80.27,-22.3,1002,N/A
2018,1,2,0,30,0,0,0,-24.8,161.12,2.3000000000000003,81.7,-22.5,1002,N/A
2018,1,2,1,0,0,0,0,-25,159.43,2.4000000000000004,80.67,-22.6,1002,N/A
2018,1,2,1,30,0,0,0,-25,156.16,2.5,81.38,-22.700000000000003,1002,N/A
2018,1,2,2,0,0,0,0,-25.3,151.87,2.6,80.26,-22.8,1001,N/A
2018,1,2,2,30,0,0,0,-25.3,146.98,2.7,80.98,-22.900000000000002,1001,N/A
2018,1,2,3,0,0,0,0,-25.5,141.73,2.8000000000000003,80.11,-23,1001,N/A
2018,1,2,3,30,0,0,0,-25.5,136.29,2.8000000000000003,80.75,-23.1,1000,N/A
2018,1,2,4,0,0,0,0,-25.700000000000003,130.73,2.8000000000000003,80.65,-23.3,1000,N/A
2018,1,2,4,30,0,0,0,-25.700000000000003,125.13000000000001,2.9000000000000004,81.37,-23.400000000000002,1000,N/A
2018,1,2,5,0,0,0,0,-25.8,119.54,2.9000000000000004,81.07000000000001,-23.5,1000,N/A
2018,1,2,5,30,0,0,0,-25.8,113.99000000000001,2.9000000000000004,80.99,-23.5,999,N/A
2018,1,2,6,0,0,0,0,-26,108.52,3,80.01,-23.5,999,N/A
2018,1,2,6,30,0,0,0,-26,103.16,3.1,80.72,-23.6,999,N/A
2018,1,2,7,0,0,0,0,-26.1,97.94,3.1,80.14,-23.6,998,N/A
2018,1,2,7,30,0,0,0,-26.1,92.91,3.4000000000000004,75.3,-22.900000000000002,998,N/A
2018,1,2,8,0,17,301,29,-25.400000000000002,87.78,3.6,75.17,-22.200000000000003,998,N/A
2018,1,2,8,30,34,409,81,-25.400000000000002,83.42,3.9000000000000004,64.72,-20.5,997,N/A
2018,1,2,9,0,52,454,137,-23.400000000000002,79.27,4.3,67.38,-18.900000000000002,997,N/A
2018,1,2,9,30,66,606,218,-23.5,75.48,4.9,58.27,-17.2,996,N/A
2018,1,2,10,0,54,859,318,-21.8,72.13,5.6000000000000005,58.050000000000004,-15.4,996,N/A
2018,1,2,10,30,59,896,376,-21.8,69.31,5.9,52.1,-14.100000000000001,995,N/A
2018,1,2,11,0,62,922,421,-20.3,67.08,6.300000000000001,53.32,-12.8,995,N/A
2018,1,2,11,30,66,934,453,-20.3,65.51,6.5,49.54,-11.9,994,N/A
2018,1,2,12,0,70,937,471,-19.3,64.65,6.7,50.6,-11,993,N/A
2018,1,2,12,30,76,910,467,-19.3,64.53,6.7,48.58,-10.5,992,N/A
2018,1,2,13,0,83,848,439,-18.400000000000002,65.16,6.800000000000001,50.03,-9.9,991,N/A
2018,1,2,13,30,83,818,409,-18.400000000000002,66.5,6.800000000000001,49.24,-9.700000000000001,991,N/A
2018,1,2,14,0,75,819,375,-17.6,68.52,6.9,51.45,-9.4,990,N/A
