Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,764959,-,-,-,41.65,-93.9,-6,311,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure,
2016,1,1,0,0,0,0,0,-9,160.98,4.2,84.65,-7,980,N/A
2016,1,1,0,30,0,0,0,-9,161.24,3.9000000000000004,84.65,-7,980,N/A
2016,1,1,1,0,0,0,0,-9,159.49,3.7,86.55,-8,980,N/A
2016,1,1,1,30,0,0,0,-9,156.17000000000002,3.8000000000000003,86.55,-8,980,N/A
2016,1,1,2,0,0,0,0,-10,151.85,4,84.2,-8,980,N/A
2016,1,1,2,30,0,0,0,-10,146.94,4.2,84.18,-8,980,N/A
2016,1,1,3,0,0,0,0,-10,141.68,4.4,84.77,-8,980,N/A
2016,1,1,3,30,0,0,0,-10,136.22,4.3,84.74,-8,980,N/A
2016,1,1,4,0,0,0,0,-10,130.66,4.3,82.25,-8,980,N/A
2016,1,1,4,30,0,0,0,-10,125.06,4.1000000000000005,88.91,-9,980,N/A
2016,1,1,5,0,0,0,0,-11,119.47,3.9000000000000004,86.95,-10,980,N/A
2016,1,1,5,30,0,0,0,-11,113.92,3.9000000000000004,86.94,-10,980,N/A
2016,1,1,6,0,0,0,0,-13,108.45,3.9000000000000004,84.39,-11,980,N/A
2016,1,1,6,30,0,0,0,-13,103.10000000000001,4,84.37,-11,980,N/A
2016,1,1,7,0,0,0,0,-13,97.89,4.1000000000000005,80.94,-11,980,N/A
2016,1,1,7,30,0,0,0,-13,92.86,4.5,74.75,-10,980,N/A
2016,1,1,8,0,24,0,24,-12,88.06,4.9,80.11,-10,980,N/A
2016,1,1,8,30,31,538,92,-12,83.55,5,74.05,-9,980,N/A
2016,1,1,9,0,43,682,169,-10,79.36,5.2,80.83,-8,980,N/A
2016,1,1,9,30,52,766,243,-10,75.56,5.1000000000000005,69.3,-6,980,N/A
2016,1,1,10,0,58,824,310,-8,72.22,5.1000000000000005,77.75,-5,980,N/A
2016,1,1,10,30,64,861,367,-8,69.4,5.1000000000000005,72.09,-4,980,N/A
2016,1,1,11,0,68,885,411,-5,67.19,5.2,81.17,-3,980,N/A
2016,1,1,11,30,70,900,442,-5,65.64,5.5,75.34,-2,980,N/A
2016,1,1,12,0,182,230,280,-4,64.8,5.9,78.73,-1,980,N/A
2016,1,1,12,30,78,893,460,-4,64.69,6.1000000000000005,73.16,0,980,N/A
2016,1,1,13,0,75,890,447,-3,65.34,6.4,77.7,0,980,N/A
2016,1,1,13,30,25,0,25,-3,66.7,6.300000000000001,77.67,0,980,N/A
2016,1,1,14,0,22,0,22,-2,68.73,6.2,81.43,0,980,N/A
2016,1,1,14,30,19,0,19,-2,71.39,6,81.42,0,980,N/A
2016,1,1,15,0,58,767,261,-2,74.59,5.9,82.19,0,980,N/A
2016,1,1,15,30,48,690,189,-2,78.27,5.7,82.19,0,980,N/A
2016,1,1,16,0,35,580,112,-3,82.36,5.5,83.96000000000001,-1,980,N/A
2016,1,1,16,30,20,370,40,-3,86.79,5.1000000000000005,83.98,-1,980,N/A
2016,1,1,17,0,0,0,0,-4,91.52,4.7,83.51,-2,980,N/A
2016,1,1,17,30,0,0,0,-4,96.49000000000001,4.4,83.53,-2,980,N/A
2016,1,1,18,0,0,0,0,-5,101.65,4.2,84.3,-3,980,N/A
2016,1,1,18,30,0,0,0,-5,106.97,3.9000000000000004,84.32000000000001,-3,980,N/A
2016,1,1,19,0,0,0,0,-6,112.41,3.7,84.13,-4,980,N/A
2016,1,1,19,30,0,0,0,-6,117.94,3.5,90.71000000000001,-5,980,N/A
2016,1,1,20,0,0,0,0,-7,123.52,3.4000000000000004,89.18,-6,980,N/A
2016,1,1,20,30,0,0,0,-7,129.12,3.3000000000000003,89.17,-6,980,N/A
2016,1,1,21,0,0,0,0,-8,134.69,3.2,87.97,-7,980,N/A
2016,1,1,21,30,0,0,0,-8,140.18,3.1,87.97,-7,980,N/A
2016,1,1,22,0,0,0,0,-9,145.5,3,86.05,-8,980,N/A
2016,1,1,22,30,0,0,0,-9,150.52,2.9000000000000004,93.04,-9,980,N/A
2016,1,1,23,0,0,0,0,-11,155.03,2.9000000000000004,90.94,-10,980,N/A
2016,1,1,23,30,0,0,0,-11,158.66,2.8000000000000003,90.95,-10,980,N/A
2016,1,2,0,0,0,0,0,-12,160.87,2.7,89.88,-11,980,N/A
2016,1,2,0,30,0,0,0,-12,161.17000000000002,2.7,89.88,-11,980,N/A
2016,1,2,1,0,0,0,0,-13,159.45000000000002,2.7,91.10000000000001,-12,980,N/A
2016,1,2,1,30,0,0,0,-13,156.17000000000002,2.6,91.11,-12,980,N/A
2016,1,2,2,0,0,0,0,-13,151.87,2.6,87.89,-12,980,N/A
2016,1,2,2,30,0,0,0,-13,146.96,2.6,87.88,-12,980,N/A
2016,1,2,3,0,0,0,0,-13,141.71,2.6,87.29,-12,980,N/A
2016,1,2,3,30,0,0,0,-13,136.26,2.5,87.27,-12,980,N/A
2016,1,2,4,0,0,0,0,-13,130.7,2.5,89.15,-12,980,N/A
