Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,812400,-,-,-,41.65,-91.62,-6,229,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure,
2017,1,1,0,0,0,0,0,-8,161.21,1.2000000000000002,82.45,-6,980,N/A
2017,1,1,0,30,0,0,0,-8,160.86,1.2000000000000002,82.45,-6,980,N/A
2017,1,1,1,0,0,0,0,-8,158.6,1.3,89.17,-7,980,N/A
2017,1,1,1,30,0,0,0,-8,154.94,1.4000000000000001,89.19,-7,980,N/A
2017,1,1,2,0,0,0,0,-8,150.42000000000002,1.5,89.51,-7,980,N/A
2017,1,1,2,30,0,0,0,-8,145.39000000000001,1.5,89.51,-7,980,N/A
2017,1,1,3,0,0,0,0,-8,140.06,1.6,90.05,-7,980,N/A
2017,1,1,3,30,0,0,0,-8,134.57,1.6,90.05,-7,980,N/A
2017,1,1,4,0,0,0,0,-8,128.99,1.7000000000000002,90.71000000000001,-7,980,N/A
2017,1,1,4,30,0,0,0,-8,123.39,1.7000000000000002,90.72,-7,980,N/A
2017,1,1,5,0,0,0,0,-8,117.81,1.8,91.53,-7,980,N/A
2017,1,1,5,30,0,0,0,-8,112.28,1.8,91.56,-7,980,N/A
2017,1,1,6,0,0,0,0,-8,106.84,1.8,92.48,-7,980,N/A
2017,1,1,6,30,0,0,0,-8,101.52,1.7000000000000002,92.51,-7,980,N/A
2017,1,1,7,0,0,0,0,-8,96.36,1.7000000000000002,100,-8,990,N/A
2017,1,1,7,30,0,0,0,-7,91.39,1.7000000000000002,86.18,-6,990,N/A
2017,1,1,8,0,20,347,41,-7,86.67,1.7000000000000002,82.68,-5,990,N/A
2017,1,1,8,30,36,556,111,-7,82.23,2.2,76.7,-4,990,N/A
2017,1,1,9,0,46,679,186,-6,78.15,2.8000000000000003,75.04,-3,990,N/A
2017,1,1,9,30,54,756,256,-6,74.47,3,64.76,-1,990,N/A
2017,1,1,10,0,59,808,318,-6,71.28,3.3000000000000003,62.14,0,990,N/A
2017,1,1,10,30,63,843,370,-6,68.63,3.4000000000000004,62.13,0,990,N/A
2017,1,1,11,0,65,781,375,-6,66.6,3.5,58.17,1,990,N/A
2017,1,1,11,30,141,462,335,-6,65.25,3.3000000000000003,58.15,1,990,N/A
2017,1,1,12,0,112,614,375,-6,64.63,3.1,59.31,2,990,N/A
2017,1,1,12,30,83,729,394,-6,64.74,2.7,59.29,2,990,N/A
2017,1,1,13,0,157,358,306,-5,65.6,2.4000000000000004,56.14,2,990,N/A
2017,1,1,13,30,159,252,257,-5,67.16,2.1,60.300000000000004,1,990,N/A
2017,1,1,14,0,146,233,228,-5,69.39,1.8,63.81,1,980,N/A
2017,1,1,14,30,123,224,192,-5,72.21000000000001,1.5,68.58,0,980,N/A
2017,1,1,15,0,97,213,150,-2,75.57000000000001,1.2000000000000002,81.26,0,980,N/A
2017,1,1,15,30,70,181,104,-2,79.37,1.2000000000000002,81.26,0,980,N/A
2017,1,1,16,0,40,141,56,-3,83.57000000000001,1.3,75.12,0,980,N/A
2017,1,1,16,30,14,0,14,-3,88.10000000000001,1.4000000000000001,75.14,0,990,N/A
2017,1,1,17,0,0,0,0,-4,92.91,1.6,75.33,-1,990,N/A
2017,1,1,17,30,0,0,0,-4,97.94,2,75.34,-1,990,N/A
2017,1,1,18,0,0,0,0,-5,103.15,2.5,74.10000000000001,-1,990,N/A
2017,1,1,18,30,0,0,0,-5,108.51,2.9000000000000004,74.10000000000001,-1,990,N/A
2017,1,1,19,0,0,0,0,-5,113.98,3.3000000000000003,73.60000000000001,-1,990,N/A
2017,1,1,19,30,0,0,0,-5,119.53,3.1,73.60000000000001,-1,990,N/A
2017,1,1,20,0,0,0,0,-5,125.12,3,73.69,-1,990,N/A
2017,1,1,20,30,0,0,0,-5,130.72,3.1,73.69,-1,990,N/A
2017,1,1,21,0,0,0,0,-5,136.27,3.2,79.57000000000001,-2,990,N/A
2017,1,1,21,30,0,0,0,-5,141.72,3.1,79.56,-2,990,N/A
2017,1,1,22,0,0,0,0,-5,146.96,3.1,79.8,-2,990,N/A
2017,1,1,22,30,0,0,0,-5,151.86,3.1,79.79,-2,980,N/A
2017,1,1,23,0,0,0,0,-5,156.15,3.2,79.68,-2,980,N/A
2017,1,1,23,30,0,0,0,-5,159.41,3,79.68,-2,980,N/A
2017,1,2,0,0,0,0,0,-4,161.11,2.8000000000000003,86.39,-3,980,N/A
2017,1,2,0,30,0,0,0,-4,160.8,2.6,86.39,-3,980,N/A
2017,1,2,1,0,0,0,0,-4,158.57,2.5,86.97,-3,980,N/A
2017,1,2,1,30,0,0,0,-4,154.94,2.5,86.97,-3,980,N/A
2017,1,2,2,0,0,0,0,-4,150.43,2.5,87.76,-3,980,N/A
2017,1,2,2,30,0,0,0,-4,145.41,2.8000000000000003,87.74,-3,980,N/A
2017,1,2,3,0,0,0,0,-4,140.09,3.1,88.64,-3,980,N/A
2017,1,2,3,30,0,0,0,-4,134.6,3.4000000000000004,88.61,-3,980,N/A
2017,1,2,4,0,0,0,0,-4,129.03,3.8000000000000003,89.93,-3,980,N/A
2017,1,2,4,30,0,0,0,-4,123.42,3.9000000000000004,83.51,-2,980,N/A
2017,1,2,5,0,0,0,0,-4,117.84,4.1000000000000005,85.21000000000001,-2,980,N/A
2017,1,2,5,30,0,0,0,-4,112.31,3.9000000000000004,85.21000000000001,-2,980,N/A
2017,1,2,6,0,0,0,0,-3,106.86,3.8000000000000003,87.5,-2,980,N/A
2017,1,2,6,30,0,0,0,-3,101.54,3.7,81.3,-1,980,N/A
2017,1,2,7,0,0,0,0,-3,96.37,3.7,83.78,-1,980,N/A
2017,1,2,7,30,0,0,0,-3,91.4,3.7,83.78,-1,980,N/A
2017,1,2,8,0,2,0,2,-2,86.67,3.7,87.26,-1,980,N/A
2017,1,2,8,30,6,0,6,-2,82.23,3.7,81.13,0,980,N/A
2017,1,2,9,0,11,0,11,-2,78.13,3.8000000000000003,85.51,0,980,N/A
2017,1,2,9,30,16,0,16,-2,74.45,3.8000000000000003,85.49,0,980,N/A
2017,1,2,10,0,20,0,20,-1,71.24,3.9000000000000004,91.37,0,980,N/A
2017,1,2,10,30,24,0,24,-1,68.58,3.8000000000000003,84.95,1,980,N/A
2017,1,2,11,0,139,3,141,0,66.54,3.8000000000000003,87.09,2,980,N/A
2017,1,2,11,30,148,6,150,0,65.18,3.7,87.03,2,980,N/A
2017,1,2,12,0,47,0,47,1,64.54,3.6,87.48,3,980,N/A
2017,1,2,12,30,12,0,12,1,64.64,3.2,87.44,3,980,N/A
2017,1,2,13,0,9,0,9,1,65.49,2.9000000000000004,91.5,3,980,N/A
2017,1,2,13,30,59,0,59,1,67.04,2.8000000000000003,98.2,2,980,N/A
2017,1,2,14,0,52,0,52,2,69.26,2.7,100,2,980,N/A
2017,1,2,14,30,43,0,43,2,72.08,2.7,100,2,980,N/A
2017,1,2,15,0,33,0,33,2,75.43,2.7,100,2,980,N/A
2017,1,2,15,30,22,0,22,1,79.24,2.3000000000000003,100,1,980,N/A
2017,1,2,16,0,11,0,11,1,83.43,1.9000000000000001,100,1,980,N/A
2017,1,2,16,30,2,0,2,1,87.96000000000001,1.9000000000000001,100,1,980,N/A
2017,1,2,17,0,0,0,0,1,92.76,1.9000000000000001,100,1,980,N/A
2017,1,2,17,30,0,0,0,1,97.79,1.9000000000000001,100,1,980,N/A
2017,1,2,18,0,0,0,0,1,103.01,1.9000000000000001,100,1,980,N/A
2017,1,2,18,30,0,0,0,1,108.37,1.8,100,1,980,N/A
2017,1,2,19,0,0,0,0,1,113.84,1.7000000000000002,100,1,980,N/A
2017,1,2,19,30,0,0,0,1,119.39,1.5,100,1,980,N/A
2017,1,2,20,0,0,0,0,1,124.98,1.3,100,1,980,N/A
2017,1,2,20,30,0,0,0,0,130.57,1,100,0,980,N/A
2017,1,2,21,0,0,0,0,0,136.13,0.7000000000000001,100,0,980,N/A
2017,1,2,21,30,0,0,0,0,141.58,0.5,100,0,980,N/A
2017,1,2,22,0,0,0,0,0,146.82,0.30000000000000004,100,0,980,N/A
2017,1,2,22,30,0,0,0,0,151.72,0.6000000000000001,100,0,980,N/A
2017,1,2,23,0,0,0,0,0,156.01,1,100,0,980,N/A
2017,1,2,23,30,0,0,0,0,159.29,1.6,100,0,980,N/A
2017,1,3,0,0,0,0,0,0,161,2.2,100,0,980,N/A
2017,1,3,0,30,0,0,0,0,160.72,2.8000000000000003,100,0,980,N/A
2017,1,3,1,0,0,0,0,0,158.53,3.4000000000000004,100,0,980,N/A
2017,1,3,1,30,0,0,0,0,154.93,3.5,100,0,980,N/A
2017,1,3,2,0,0,0,0,0,150.44,3.6,100,0,980,N/A
2017,1,3,2,30,0,0,0,0,145.43,3.6,100,0,980,N/A
2017,1,3,3,0,0,0,0,0,140.11,3.6,99.23,0,980,N/A
2017,1,3,3,30,0,0,0,0,134.63,3.7,99.22,0,980,N/A
2017,1,3,4,0,0,0,0,0,129.05,3.8000000000000003,98.17,0,980,N/A
2017,1,3,4,30,0,0,0,0,123.45,4,98.19,0,980,N/A
2017,1,3,5,0,0,0,0,0,117.87,4.3,96.89,0,980,N/A
2017,1,3,5,30,0,0,0,0,112.33,4.6000000000000005,96.91,0,980,N/A
2017,1,3,6,0,0,0,0,0,106.89,5,94.73,0,980,N/A
2017,1,3,6,30,0,0,0,0,101.56,5.300000000000001,94.75,0,980,N/A
2017,1,3,7,0,0,0,0,-1,96.39,5.7,90.83,0,980,N/A
2017,1,3,7,30,0,0,0,-1,91.41,5.9,90.86,0,980,N/A
2017,1,3,8,0,0,0,0,-2,86.67,6.2,85.72,0,980,N/A
2017,1,3,8,30,2,0,2,-2,82.22,6.5,85.76,0,980,N/A
2017,1,3,9,0,4,0,4,-3,78.11,6.9,78.47,0,980,N/A
2017,1,3,9,30,6,0,6,-3,74.42,7.1000000000000005,78.51,0,980,N/A
2017,1,3,10,0,8,0,8,-4,71.2,7.4,75.48,-1,980,N/A
2017,1,3,10,30,34,0,34,-4,68.53,7.6000000000000005,75.5,-1,980,N/A
2017,1,3,11,0,93,0,93,-6,66.47,7.800000000000001,66.88,-1,980,N/A
2017,1,3,11,30,73,0,73,-6,65.1,8,66.88,-1,980,N/A
2017,1,3,12,0,107,0,107,-8,64.44,8.200000000000001,62.910000000000004,-2,980,N/A
2017,1,3,12,30,163,19,171,-8,64.54,8.3,62.910000000000004,-2,980,N/A
2017,1,3,13,0,62,0,62,-9,65.37,8.4,59.57,-3,980,N/A
2017,1,3,13,30,166,79,197,-9,66.92,8.4,59.58,-3,980,N/A
2017,1,3,14,0,151,69,175,-10,69.13,8.4,58.69,-4,980,N/A
2017,1,3,14,30,128,64,148,-10,71.95,8.4,58.71,-4,980,N/A
2017,1,3,15,0,102,58,116,-11,75.29,8.4,59.68,-5,980,N/A
2017,1,3,15,30,73,43,81,-11,79.09,8.200000000000001,59.7,-5,990,N/A
2017,1,3,16,0,41,30,45,-12,83.29,8,60.33,-6,990,N/A
2017,1,3,16,30,12,0,12,-12,87.81,7.800000000000001,60.34,-6,990,N/A
2017,1,3,17,0,0,0,0,-13,92.62,7.7,61.26,-7,990,N/A
2017,1,3,17,30,0,0,0,-13,97.65,7.7,61.27,-7,990,N/A
2017,1,3,18,0,0,0,0,-13,102.86,7.7,62.660000000000004,-8,990,N/A
2017,1,3,18,30,0,0,0,-13,108.22,7.7,62.68,-8,990,N/A
