Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,812400,-,-,-,41.65,-91.62,-6,229,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure,
2016,1,1,0,0,0,0,0,-11,161.28,3.7,83.29,-9,990,N/A
2016,1,1,0,30,0,0,0,-11,160.91,3.7,83.28,-9,990,N/A
2016,1,1,1,0,0,0,0,-10,158.62,3.8000000000000003,86.85000000000001,-9,990,N/A
2016,1,1,1,30,0,0,0,-10,154.94,3.6,80.33,-8,990,N/A
2016,1,1,2,0,0,0,0,-10,150.41,3.5,82.66,-8,990,N/A
2016,1,1,2,30,0,0,0,-10,145.37,3.3000000000000003,82.63,-8,990,N/A
2016,1,1,3,0,0,0,0,-10,140.03,3.1,86.17,-9,990,N/A
2016,1,1,3,30,0,0,0,-10,134.54,3.4000000000000004,86.15,-9,990,N/A
2016,1,1,4,0,0,0,0,-11,128.96,3.7,84.85000000000001,-9,990,N/A
2016,1,1,4,30,0,0,0,-11,123.36,4.1000000000000005,78.48,-8,990,N/A
2016,1,1,5,0,0,0,0,-10,117.78,4.5,83.68,-8,990,N/A
2016,1,1,5,30,0,0,0,-10,112.25,4.5,77.46000000000001,-7,990,N/A
2016,1,1,6,0,0,0,0,-9,106.81,4.5,81.95,-7,990,N/A
2016,1,1,6,30,0,0,0,-9,101.5,4.3,81.94,-7,990,N/A
2016,1,1,7,0,0,0,0,-9,96.34,4.2,83.27,-7,990,N/A
2016,1,1,7,30,0,0,0,-9,91.38,4.2,83.26,-7,990,N/A
2016,1,1,8,0,21,331,41,-9,86.66,4.3,83.96000000000001,-7,990,N/A
2016,1,1,8,30,39,538,112,-9,82.23,4.5,83.97,-7,990,N/A
2016,1,1,9,0,50,679,190,-8,78.16,4.800000000000001,87.2,-7,990,N/A
2016,1,1,9,30,60,757,262,-8,74.49,4.7,80.77,-6,990,N/A
2016,1,1,10,0,65,817,327,-7,71.3,4.7,86.07000000000001,-6,990,N/A
2016,1,1,10,30,70,851,380,-7,68.67,4.7,79.75,-5,990,N/A
2016,1,1,11,0,74,875,421,-6,66.65,4.7,82.11,-4,990,N/A
2016,1,1,11,30,76,888,447,-6,65.31,4.9,76.16,-3,990,N/A
2016,1,1,12,0,166,25,176,-5,64.69,5.1000000000000005,85.55,-2,990,N/A
2016,1,1,12,30,66,0,66,-5,64.81,5.300000000000001,79.41,-1,990,N/A
